70
20
14,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,13,17,18,17,17,18,18,14,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13,9,9,9,14,26,26,26,26,26,26,26,26,26
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,17,17,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,26,13,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,17,17,18,10,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,17,18,17,10,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,8,10,11,-1,-1,-1,-1,-1,0,1,1,1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,9,17,17,10,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,15,3,-1,-1,-1,8,9,11,-1,-1,-1,-1,-1,8,18,10,18
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,17,18,17,17,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,9,15,3,-1,-1,8,14,27,-1,-1,-1,-1,-1,8,18,10,18
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,18,10,17,9,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,18,18,11,-1,-1,24,27,-1,-1,-1,-1,-1,4,12,9,9,10
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,25,25,26,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,10,18,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,18,10,18
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,9,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,9,18
21,1,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,18
18,17,18,17,9,10,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,18,18,11,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,8,10,9,18
17,10,9,10,17,9,18,11,-1,-1,-1,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,8,18,18,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,18,18
9,10,10,18,10,10,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,31,-1,-1,-1,-1,-1,0,3,-1,-1,-1,8,10,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,10,9,18
9,10,10,10,18,18,17,11,-1,-1,-1,-1,-1,-1,-1,29,30,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,27,-1,-1,-1,8,10,10,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,18,10,9
9,10,18,18,9,17,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,17,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,18,10,11,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,8,18,18,9
17,17,18,9,17,9,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,10,18,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,8,9,9,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,18
18,9,10,10,10,18,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,10,10,18,11,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,18,10,11,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,8,18,9,9
18,10,17,10,17,10,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,-1,-1,-1,-1,8,17,18,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,10,10,21,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,18,10
18,9,17,9,18,9,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,11,-1,-1,-1,-1,8,18,10,9,11,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,8,18,9,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,18,10,9
17,18,18,9,10,18,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,11,-1,-1,-1,-1,8,9,17,17,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,18,18
